,Daily Vol,Annualized Vol,"Hist VaR (1d,95%)","Param VaR (1d,95%)","MC VaR (1d,95%)","Hist CVaR (1d,95%)","MC CVaR (1d,95%)",Beta,Sharpe (ann),Sortino (ann),Max Drawdown
AAPL,0.01995566270084235,0.31678632452349836,0.03012430948970892,0.031642033717054555,0.0020975898830735908,0.044394753398110325,0.0026219702725793093,1.19282162599726,0.8165379914569514,1.2045758003921738,-0.31427271001433876
